Region,Sweet_Preference,Festival,Language,Socio_Economic_Class,Purchase_Amount
South India,Payasam,Diwali,Malayalam,Lower,441.05
North India,Ladoo,Diwali,Punjabi,Lower,117.29
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Lower,729.06
North India,Barfi,Holi,Punjabi,Upper,895.34
West India,Mohanthal,Diwali,Gujarati,Middle,845.5
North India,Ladoo,Holi,Hindi,Lower,391.8
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,716.57
East India,Rasgulla,Durga Puja,Bengali,Upper,124.39
East India,Sandesh,Rath Yatra,Assamese,Lower,336.57
East India,Sandesh,Poila Baisakh,Odia,Upper,801.88
South India,Mysore Pak,Ugadi,Malayalam,Upper,695.85
West India,Ladoo,Navratri,Marathi,Middle,860.72
East India,Pitha,Makar Sankranti,Assamese,Middle,479.87
South India,Payasam,Diwali,Tamil,Lower,180.35
East India,Chhena Poda,Poila Baisakh,Bengali,Middle,123.95
East India,Pitha,Makar Sankranti,Odia,Lower,236.14
North India,Rasgulla,Karva Chauth,Punjabi,Middle,531.75
East India,Chhena Poda,Rath Yatra,Bengali,Lower,802.95
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,904.99
South India,Boondi Laddu,Ugadi,Kannada,Upper,982.18
East India,Sandesh,Rath Yatra,Odia,Upper,317.03
South India,Boondi Laddu,Ugadi,Telugu,Middle,844.66
South India,Payasam,Diwali,Malayalam,Upper,315.18
North India,Ladoo,Baisakhi,Hindi,Upper,958.43
West India,Puran Poli,Ganesh Chaturthi,Konkani,Middle,697.8
North India,Ladoo,Karva Chauth,Hindi,Upper,726.1
North India,Ladoo,Diwali,Punjabi,Middle,125.0
South India,Kozhukattai,Pongal,Tamil,Middle,620.88
East India,Sandesh,Durga Puja,Odia,Lower,583.73
East India,Chhena Poda,Rath Yatra,Bengali,Upper,681.48
West India,Mohanthal,Diwali,Gujarati,Middle,409.55
South India,Payasam,Diwali,Tamil,Lower,291.15
South India,Payasam,Pongal,Tamil,Middle,753.94
North India,Rasgulla,Baisakhi,Urdu,Lower,279.39
North India,Gulab Jamun,Holi,Urdu,Lower,489.71
South India,Boondi Laddu,Onam,Kannada,Middle,776.32
West India,Mohanthal,Gudi Padwa,Gujarati,Middle,842.52
West India,Shrikhand,Navratri,Gujarati,Upper,846.69
West India,Puran Poli,Gudi Padwa,Konkani,Lower,982.67
West India,Ladoo,Navratri,Marathi,Upper,308.05
West India,Mohanthal,Navratri,Marathi,Middle,222.91
West India,Ladoo,Ganesh Chaturthi,Marathi,Lower,437.92
South India,Kozhukattai,Ugadi,Tamil,Upper,446.5
South India,Mysore Pak,Ugadi,Malayalam,Lower,169.19
East India,Sandesh,Durga Puja,Odia,Middle,352.99
South India,Mysore Pak,Diwali,Malayalam,Middle,454.04
West India,Mohanthal,Diwali,Marathi,Upper,862.11
North India,Rasgulla,Holi,Hindi,Lower,777.75
South India,Mysore Pak,Ugadi,Malayalam,Lower,370.37
North India,Barfi,Baisakhi,Hindi,Lower,791.72
South India,Boondi Laddu,Pongal,Telugu,Middle,779.65
West India,Mohanthal,Navratri,Marathi,Upper,385.55
South India,Boondi Laddu,Ugadi,Telugu,Middle,137.71
North India,Gulab Jamun,Karva Chauth,Punjabi,Upper,568.83
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,168.39
North India,Rasgulla,Holi,Hindi,Middle,187.55
South India,Kozhukattai,Onam,Telugu,Upper,909.87
South India,Boondi Laddu,Pongal,Telugu,Middle,418.8
West India,Shrikhand,Gudi Padwa,Gujarati,Upper,505.44
West India,Ladoo,Ganesh Chaturthi,Gujarati,Lower,968.82
East India,Chhena Poda,Makar Sankranti,Assamese,Middle,243.38
East India,Rasgulla,Makar Sankranti,Odia,Lower,551.22
South India,Mysore Pak,Diwali,Telugu,Middle,794.92
North India,Barfi,Holi,Hindi,Lower,996.9
South India,Kozhukattai,Pongal,Malayalam,Middle,356.82
South India,Payasam,Pongal,Malayalam,Upper,888.52
North India,Rasgulla,Diwali,Punjabi,Middle,683.78
East India,Rasgulla,Makar Sankranti,Odia,Upper,760.0
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Upper,449.87
East India,Sandesh,Poila Baisakh,Bengali,Middle,399.4
North India,Ladoo,Holi,Urdu,Middle,903.77
South India,Kozhukattai,Diwali,Telugu,Upper,375.54
West India,Mohanthal,Gudi Padwa,Gujarati,Upper,245.85
South India,Payasam,Diwali,Malayalam,Lower,265.07
North India,Barfi,Diwali,Urdu,Lower,666.43
South India,Payasam,Pongal,Telugu,Middle,963.87
West India,Puran Poli,Diwali,Konkani,Upper,459.64
South India,Payasam,Onam,Tamil,Lower,235.04
East India,Rasgulla,Durga Puja,Bengali,Lower,184.66
South India,Mysore Pak,Ugadi,Telugu,Upper,847.12
South India,Payasam,Ugadi,Kannada,Middle,832.91
North India,Gulab Jamun,Karva Chauth,Punjabi,Middle,690.89
East India,Rasgulla,Rath Yatra,Bengali,Lower,387.72
North India,Rasgulla,Baisakhi,Punjabi,Lower,448.4
West India,Ladoo,Navratri,Gujarati,Upper,830.63
North India,Rasgulla,Diwali,Hindi,Lower,868.16
South India,Boondi Laddu,Onam,Kannada,Upper,999.24
East India,Rasgulla,Durga Puja,Odia,Upper,118.32
East India,Chhena Poda,Durga Puja,Assamese,Upper,382.08
East India,Sandesh,Rath Yatra,Bengali,Lower,460.44
East India,Sandesh,Durga Puja,Assamese,Lower,897.21
North India,Barfi,Diwali,Urdu,Middle,867.46
North India,Barfi,Holi,Hindi,Upper,720.61
South India,Mysore Pak,Diwali,Telugu,Middle,459.34
East India,Sandesh,Durga Puja,Odia,Middle,948.61
South India,Kozhukattai,Diwali,Telugu,Middle,603.23
North India,Barfi,Diwali,Urdu,Lower,679.79
West India,Shrikhand,Ganesh Chaturthi,Gujarati,Upper,626.13
East India,Chhena Poda,Durga Puja,Assamese,Middle,961.95
North India,Gulab Jamun,Baisakhi,Urdu,Middle,286.46
North India,Gulab Jamun,Diwali,Hindi,Upper,926.4
West India,Ladoo,Navratri,Gujarati,Upper,464.26
South India,Payasam,Ugadi,Telugu,Lower,930.13
South India,Mysore Pak,Onam,Telugu,Upper,643.95
North India,Rasgulla,Holi,Hindi,Upper,815.1
East India,Pitha,Poila Baisakh,Odia,Middle,635.5
South India,Boondi Laddu,Ugadi,Malayalam,Middle,757.33
West India,Ladoo,Ganesh Chaturthi,Konkani,Upper,559.44
South India,Boondi Laddu,Ugadi,Kannada,Lower,713.62
West India,Shrikhand,Diwali,Konkani,Lower,103.23
West India,Shrikhand,Diwali,Marathi,Lower,102.54
South India,Mysore Pak,Pongal,Kannada,Upper,845.92
North India,Rasgulla,Holi,Urdu,Upper,334.93
South India,Kozhukattai,Onam,Kannada,Middle,962.73
West India,Shrikhand,Diwali,Gujarati,Middle,275.83
West India,Shrikhand,Diwali,Gujarati,Upper,709.29
South India,Boondi Laddu,Ugadi,Telugu,Middle,263.7
North India,Gulab Jamun,Baisakhi,Urdu,Lower,817.19
South India,Kozhukattai,Pongal,Kannada,Lower,150.41
North India,Gulab Jamun,Karva Chauth,Hindi,Middle,513.01
North India,Barfi,Karva Chauth,Urdu,Middle,873.8
West India,Mohanthal,Diwali,Marathi,Upper,390.63
East India,Sandesh,Makar Sankranti,Odia,Middle,794.29
North India,Barfi,Baisakhi,Punjabi,Lower,921.09
North India,Ladoo,Karva Chauth,Urdu,Middle,861.68
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,380.72
East India,Sandesh,Rath Yatra,Bengali,Lower,745.56
South India,Payasam,Diwali,Telugu,Upper,198.21
South India,Mysore Pak,Diwali,Kannada,Lower,159.64
East India,Rasgulla,Poila Baisakh,Assamese,Middle,160.48
West India,Puran Poli,Navratri,Konkani,Middle,535.76
North India,Ladoo,Karva Chauth,Urdu,Middle,546.49
North India,Rasgulla,Holi,Hindi,Lower,662.14
East India,Rasgulla,Durga Puja,Odia,Middle,512.07
North India,Gulab Jamun,Karva Chauth,Punjabi,Middle,913.86
West India,Puran Poli,Gudi Padwa,Gujarati,Lower,930.77
South India,Kozhukattai,Diwali,Telugu,Middle,151.61
West India,Puran Poli,Gudi Padwa,Gujarati,Lower,517.97
North India,Rasgulla,Baisakhi,Hindi,Lower,404.21
South India,Payasam,Diwali,Telugu,Middle,922.44
South India,Boondi Laddu,Diwali,Tamil,Lower,803.57
West India,Shrikhand,Navratri,Konkani,Middle,341.59
East India,Rasgulla,Makar Sankranti,Bengali,Upper,381.79
East India,Rasgulla,Makar Sankranti,Odia,Lower,431.91
West India,Mohanthal,Gudi Padwa,Marathi,Lower,943.54
West India,Ladoo,Ganesh Chaturthi,Gujarati,Upper,411.08
West India,Puran Poli,Gudi Padwa,Konkani,Upper,908.94
South India,Kozhukattai,Pongal,Kannada,Middle,181.6
South India,Kozhukattai,Diwali,Tamil,Lower,336.59
West India,Ladoo,Ganesh Chaturthi,Gujarati,Upper,583.33
North India,Gulab Jamun,Holi,Punjabi,Lower,160.0
West India,Shrikhand,Navratri,Gujarati,Upper,934.4
West India,Mohanthal,Navratri,Gujarati,Upper,660.1
South India,Mysore Pak,Pongal,Telugu,Lower,451.09
East India,Pitha,Makar Sankranti,Assamese,Lower,657.74
East India,Sandesh,Poila Baisakh,Assamese,Lower,418.64
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Upper,776.45
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Lower,541.7
East India,Sandesh,Makar Sankranti,Odia,Middle,683.48
West India,Puran Poli,Gudi Padwa,Gujarati,Middle,851.32
West India,Shrikhand,Gudi Padwa,Gujarati,Upper,142.6
West India,Mohanthal,Diwali,Gujarati,Upper,823.46
South India,Boondi Laddu,Onam,Kannada,Middle,789.65
North India,Barfi,Karva Chauth,Urdu,Upper,271.94
North India,Ladoo,Holi,Urdu,Middle,212.48
West India,Ladoo,Gudi Padwa,Gujarati,Middle,465.09
South India,Boondi Laddu,Diwali,Malayalam,Middle,928.62
North India,Barfi,Karva Chauth,Punjabi,Upper,789.28
East India,Chhena Poda,Poila Baisakh,Odia,Lower,945.1
South India,Payasam,Ugadi,Tamil,Middle,318.58
North India,Gulab Jamun,Karva Chauth,Hindi,Middle,544.67
West India,Ladoo,Diwali,Marathi,Middle,540.87
North India,Ladoo,Diwali,Urdu,Upper,272.43
East India,Sandesh,Rath Yatra,Assamese,Middle,505.94
South India,Payasam,Onam,Telugu,Lower,542.49
East India,Rasgulla,Poila Baisakh,Bengali,Lower,965.1
West India,Puran Poli,Gudi Padwa,Marathi,Middle,671.92
South India,Kozhukattai,Ugadi,Telugu,Middle,627.18
West India,Mohanthal,Gudi Padwa,Konkani,Upper,314.95
West India,Puran Poli,Gudi Padwa,Gujarati,Middle,944.68
West India,Puran Poli,Gudi Padwa,Konkani,Lower,254.2
East India,Sandesh,Makar Sankranti,Assamese,Upper,166.13
North India,Ladoo,Holi,Hindi,Middle,398.18
East India,Chhena Poda,Poila Baisakh,Odia,Middle,637.29
South India,Kozhukattai,Ugadi,Kannada,Upper,160.81
East India,Pitha,Poila Baisakh,Assamese,Upper,436.32
West India,Puran Poli,Gudi Padwa,Marathi,Middle,917.3
East India,Chhena Poda,Poila Baisakh,Assamese,Upper,538.06
North India,Barfi,Holi,Punjabi,Middle,140.68
East India,Chhena Poda,Makar Sankranti,Bengali,Middle,339.19
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,404.76
West India,Puran Poli,Navratri,Marathi,Upper,274.36
South India,Boondi Laddu,Diwali,Kannada,Upper,678.14
South India,Boondi Laddu,Diwali,Kannada,Lower,605.11
South India,Mysore Pak,Diwali,Kannada,Upper,543.26
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Lower,620.04
West India,Shrikhand,Diwali,Konkani,Upper,830.13
East India,Sandesh,Makar Sankranti,Bengali,Lower,599.31
North India,Ladoo,Baisakhi,Punjabi,Upper,257.5
North India,Ladoo,Baisakhi,Urdu,Middle,603.45
North India,Gulab Jamun,Karva Chauth,Urdu,Middle,600.93
East India,Chhena Poda,Makar Sankranti,Odia,Lower,490.73
East India,Chhena Poda,Poila Baisakh,Assamese,Upper,432.27
North India,Gulab Jamun,Holi,Urdu,Lower,609.27
South India,Payasam,Onam,Telugu,Middle,915.04
West India,Shrikhand,Navratri,Konkani,Middle,396.73
East India,Pitha,Makar Sankranti,Bengali,Lower,681.65
West India,Ladoo,Gudi Padwa,Marathi,Lower,161.11
North India,Ladoo,Karva Chauth,Urdu,Upper,217.69
North India,Rasgulla,Karva Chauth,Urdu,Lower,208.0
South India,Payasam,Ugadi,Kannada,Middle,708.45
North India,Barfi,Holi,Hindi,Lower,621.07
South India,Payasam,Onam,Kannada,Lower,728.05
East India,Chhena Poda,Durga Puja,Bengali,Lower,941.41
South India,Kozhukattai,Pongal,Malayalam,Lower,393.53
South India,Mysore Pak,Onam,Tamil,Upper,578.52
North India,Ladoo,Holi,Hindi,Upper,675.28
West India,Puran Poli,Ganesh Chaturthi,Marathi,Middle,446.11
West India,Mohanthal,Diwali,Marathi,Upper,990.84
West India,Shrikhand,Navratri,Konkani,Middle,896.88
East India,Chhena Poda,Makar Sankranti,Bengali,Upper,447.34
South India,Kozhukattai,Onam,Kannada,Lower,766.27
East India,Chhena Poda,Makar Sankranti,Odia,Upper,283.11
West India,Mohanthal,Diwali,Konkani,Upper,537.79
North India,Gulab Jamun,Holi,Urdu,Middle,584.69
East India,Chhena Poda,Rath Yatra,Bengali,Middle,566.56
East India,Rasgulla,Durga Puja,Assamese,Lower,874.76
West India,Mohanthal,Navratri,Konkani,Lower,745.62
East India,Rasgulla,Durga Puja,Odia,Upper,770.18
North India,Rasgulla,Holi,Hindi,Lower,134.09
East India,Chhena Poda,Makar Sankranti,Odia,Upper,339.0
South India,Mysore Pak,Pongal,Telugu,Upper,697.92
North India,Ladoo,Diwali,Punjabi,Upper,986.29
East India,Sandesh,Durga Puja,Odia,Upper,672.67
North India,Barfi,Holi,Hindi,Lower,161.4
West India,Shrikhand,Navratri,Gujarati,Middle,717.45
West India,Ladoo,Navratri,Marathi,Lower,256.95
South India,Kozhukattai,Ugadi,Telugu,Upper,701.43
South India,Boondi Laddu,Pongal,Telugu,Upper,967.27
North India,Ladoo,Karva Chauth,Hindi,Lower,915.93
West India,Mohanthal,Navratri,Marathi,Upper,471.87
East India,Rasgulla,Rath Yatra,Assamese,Middle,682.51
South India,Kozhukattai,Diwali,Kannada,Lower,694.09
North India,Rasgulla,Holi,Punjabi,Lower,794.58
West India,Puran Poli,Navratri,Konkani,Middle,543.33
West India,Shrikhand,Gudi Padwa,Gujarati,Upper,738.22
East India,Pitha,Poila Baisakh,Assamese,Lower,298.17
North India,Barfi,Baisakhi,Hindi,Upper,980.51
West India,Ladoo,Navratri,Marathi,Lower,927.81
East India,Sandesh,Poila Baisakh,Bengali,Lower,306.68
North India,Barfi,Diwali,Punjabi,Upper,113.86
East India,Sandesh,Rath Yatra,Assamese,Lower,641.75
South India,Boondi Laddu,Pongal,Tamil,Lower,982.23
North India,Rasgulla,Holi,Hindi,Middle,194.83
South India,Mysore Pak,Pongal,Tamil,Lower,370.32
West India,Ladoo,Diwali,Marathi,Lower,149.86
West India,Mohanthal,Navratri,Konkani,Middle,982.3
West India,Shrikhand,Diwali,Konkani,Lower,101.31
North India,Barfi,Baisakhi,Punjabi,Upper,612.57
South India,Payasam,Pongal,Kannada,Upper,374.6
North India,Gulab Jamun,Holi,Urdu,Lower,885.74
East India,Rasgulla,Durga Puja,Bengali,Lower,120.45
East India,Chhena Poda,Poila Baisakh,Bengali,Middle,298.6
West India,Ladoo,Diwali,Gujarati,Upper,878.27
South India,Mysore Pak,Onam,Telugu,Lower,409.48
North India,Barfi,Holi,Hindi,Upper,197.99
North India,Barfi,Holi,Hindi,Middle,419.66
East India,Chhena Poda,Durga Puja,Odia,Upper,264.93
East India,Pitha,Makar Sankranti,Bengali,Upper,831.8
South India,Kozhukattai,Onam,Tamil,Lower,259.36
West India,Ladoo,Ganesh Chaturthi,Konkani,Middle,548.7
South India,Payasam,Diwali,Telugu,Upper,345.69
North India,Gulab Jamun,Holi,Urdu,Lower,452.58
East India,Pitha,Rath Yatra,Assamese,Upper,558.63
West India,Ladoo,Diwali,Gujarati,Middle,754.32
East India,Rasgulla,Makar Sankranti,Bengali,Upper,939.08
East India,Chhena Poda,Durga Puja,Bengali,Lower,651.49
North India,Barfi,Karva Chauth,Punjabi,Lower,696.33
North India,Gulab Jamun,Diwali,Hindi,Lower,342.09
North India,Barfi,Karva Chauth,Urdu,Middle,658.43
South India,Boondi Laddu,Onam,Kannada,Upper,896.45
West India,Puran Poli,Diwali,Marathi,Lower,553.55
West India,Ladoo,Navratri,Gujarati,Lower,973.5
North India,Gulab Jamun,Diwali,Urdu,Middle,495.91
South India,Payasam,Onam,Malayalam,Upper,843.64
West India,Shrikhand,Ganesh Chaturthi,Marathi,Upper,373.9
East India,Pitha,Durga Puja,Odia,Lower,127.51
West India,Mohanthal,Ganesh Chaturthi,Marathi,Upper,967.82
East India,Chhena Poda,Durga Puja,Assamese,Lower,839.25
West India,Puran Poli,Navratri,Marathi,Upper,580.36
West India,Puran Poli,Diwali,Gujarati,Upper,852.21
North India,Ladoo,Karva Chauth,Hindi,Middle,219.18
North India,Barfi,Baisakhi,Hindi,Upper,641.42
North India,Ladoo,Baisakhi,Urdu,Lower,531.32
North India,Rasgulla,Holi,Urdu,Middle,621.15
West India,Puran Poli,Diwali,Gujarati,Lower,126.31
North India,Ladoo,Holi,Hindi,Lower,341.87
North India,Gulab Jamun,Holi,Urdu,Middle,444.75
South India,Boondi Laddu,Pongal,Malayalam,Lower,108.83
South India,Payasam,Onam,Tamil,Middle,465.42
West India,Puran Poli,Gudi Padwa,Gujarati,Middle,736.76
East India,Rasgulla,Makar Sankranti,Bengali,Lower,167.8
North India,Barfi,Karva Chauth,Hindi,Lower,730.15
South India,Kozhukattai,Onam,Tamil,Upper,650.58
East India,Pitha,Poila Baisakh,Assamese,Upper,648.2
East India,Sandesh,Durga Puja,Assamese,Upper,357.09
East India,Rasgulla,Poila Baisakh,Odia,Lower,276.98
North India,Gulab Jamun,Diwali,Punjabi,Upper,317.78
West India,Shrikhand,Ganesh Chaturthi,Konkani,Upper,330.99
East India,Sandesh,Poila Baisakh,Odia,Lower,261.47
East India,Rasgulla,Rath Yatra,Assamese,Upper,253.14
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Middle,281.54
East India,Sandesh,Durga Puja,Assamese,Lower,536.96
West India,Shrikhand,Ganesh Chaturthi,Marathi,Middle,647.31
East India,Sandesh,Rath Yatra,Odia,Upper,104.85
West India,Shrikhand,Navratri,Konkani,Upper,723.47
North India,Rasgulla,Diwali,Punjabi,Upper,801.19
South India,Boondi Laddu,Ugadi,Telugu,Middle,409.68
West India,Ladoo,Diwali,Konkani,Lower,143.92
East India,Sandesh,Makar Sankranti,Bengali,Upper,493.19
South India,Payasam,Onam,Telugu,Lower,542.53
North India,Barfi,Diwali,Urdu,Middle,839.57
North India,Barfi,Karva Chauth,Hindi,Upper,839.67
West India,Shrikhand,Diwali,Marathi,Upper,825.3
East India,Pitha,Makar Sankranti,Bengali,Upper,951.35
South India,Boondi Laddu,Onam,Kannada,Middle,525.89
South India,Mysore Pak,Diwali,Telugu,Lower,134.02
West India,Shrikhand,Ganesh Chaturthi,Marathi,Middle,919.87
West India,Shrikhand,Gudi Padwa,Gujarati,Middle,246.69
West India,Ladoo,Navratri,Konkani,Upper,492.43
South India,Payasam,Onam,Malayalam,Middle,426.57
East India,Rasgulla,Poila Baisakh,Assamese,Lower,138.58
North India,Gulab Jamun,Karva Chauth,Hindi,Lower,617.46
South India,Kozhukattai,Diwali,Malayalam,Lower,471.77
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Lower,536.21
North India,Rasgulla,Diwali,Urdu,Upper,244.75
North India,Ladoo,Holi,Urdu,Lower,319.4
South India,Payasam,Diwali,Kannada,Upper,814.84
East India,Sandesh,Makar Sankranti,Odia,Middle,339.54
East India,Chhena Poda,Makar Sankranti,Bengali,Upper,508.88
South India,Payasam,Onam,Tamil,Lower,436.89
East India,Sandesh,Makar Sankranti,Assamese,Upper,833.93
South India,Kozhukattai,Diwali,Kannada,Lower,190.85
South India,Kozhukattai,Onam,Malayalam,Lower,835.01
North India,Barfi,Holi,Urdu,Upper,286.78
East India,Sandesh,Poila Baisakh,Assamese,Upper,525.09
North India,Ladoo,Karva Chauth,Urdu,Middle,797.89
North India,Barfi,Baisakhi,Punjabi,Upper,921.07
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Upper,589.62
West India,Mohanthal,Gudi Padwa,Marathi,Lower,141.71
North India,Rasgulla,Holi,Urdu,Middle,137.62
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,436.58
South India,Mysore Pak,Ugadi,Tamil,Upper,307.67
South India,Kozhukattai,Ugadi,Telugu,Middle,630.79
East India,Sandesh,Poila Baisakh,Assamese,Upper,816.5
North India,Ladoo,Diwali,Punjabi,Middle,730.54
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,273.45
North India,Gulab Jamun,Karva Chauth,Punjabi,Lower,199.86
North India,Rasgulla,Diwali,Punjabi,Middle,655.03
North India,Rasgulla,Karva Chauth,Punjabi,Upper,850.18
East India,Pitha,Makar Sankranti,Bengali,Upper,216.6
North India,Barfi,Baisakhi,Hindi,Upper,339.59
North India,Gulab Jamun,Diwali,Hindi,Upper,169.19
West India,Mohanthal,Navratri,Konkani,Middle,374.38
South India,Mysore Pak,Pongal,Telugu,Upper,191.6
North India,Rasgulla,Baisakhi,Urdu,Upper,117.61
East India,Pitha,Poila Baisakh,Odia,Middle,679.44
South India,Payasam,Pongal,Malayalam,Lower,461.52
East India,Pitha,Makar Sankranti,Bengali,Lower,847.33
North India,Ladoo,Holi,Punjabi,Lower,796.42
East India,Pitha,Rath Yatra,Bengali,Upper,139.88
South India,Payasam,Diwali,Kannada,Upper,872.13
West India,Shrikhand,Gudi Padwa,Marathi,Upper,655.99
South India,Boondi Laddu,Ugadi,Tamil,Upper,630.95
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,642.81
North India,Ladoo,Karva Chauth,Hindi,Upper,379.81
West India,Mohanthal,Gudi Padwa,Marathi,Upper,998.15
East India,Pitha,Makar Sankranti,Assamese,Lower,589.75
South India,Mysore Pak,Onam,Telugu,Middle,692.67
West India,Mohanthal,Ganesh Chaturthi,Marathi,Middle,679.53
North India,Rasgulla,Karva Chauth,Hindi,Upper,993.12
East India,Rasgulla,Durga Puja,Assamese,Lower,855.45
East India,Chhena Poda,Makar Sankranti,Odia,Lower,241.83
North India,Gulab Jamun,Karva Chauth,Hindi,Lower,831.15
East India,Rasgulla,Durga Puja,Odia,Lower,430.82
West India,Ladoo,Gudi Padwa,Gujarati,Lower,415.55
East India,Rasgulla,Rath Yatra,Odia,Upper,637.03
West India,Puran Poli,Navratri,Gujarati,Middle,143.32
West India,Shrikhand,Gudi Padwa,Konkani,Middle,324.06
South India,Boondi Laddu,Onam,Kannada,Lower,226.74
East India,Rasgulla,Durga Puja,Odia,Middle,190.46
South India,Mysore Pak,Ugadi,Kannada,Middle,545.04
East India,Pitha,Poila Baisakh,Bengali,Lower,614.79
East India,Pitha,Rath Yatra,Odia,Lower,667.17
West India,Ladoo,Diwali,Marathi,Lower,691.94
North India,Barfi,Baisakhi,Urdu,Middle,382.84
North India,Ladoo,Baisakhi,Punjabi,Upper,116.54
East India,Rasgulla,Poila Baisakh,Bengali,Upper,154.55
East India,Chhena Poda,Poila Baisakh,Odia,Upper,223.99
North India,Rasgulla,Holi,Urdu,Upper,309.97
South India,Kozhukattai,Onam,Malayalam,Lower,219.3
South India,Boondi Laddu,Diwali,Telugu,Lower,137.46
East India,Rasgulla,Rath Yatra,Assamese,Upper,950.11
East India,Sandesh,Makar Sankranti,Assamese,Middle,832.75
North India,Ladoo,Baisakhi,Punjabi,Upper,484.82
South India,Boondi Laddu,Pongal,Tamil,Upper,471.67
South India,Payasam,Diwali,Telugu,Middle,244.0
West India,Mohanthal,Diwali,Marathi,Middle,394.23
West India,Ladoo,Navratri,Marathi,Lower,253.56
North India,Rasgulla,Baisakhi,Hindi,Middle,876.48
East India,Chhena Poda,Poila Baisakh,Odia,Upper,342.52
East India,Chhena Poda,Makar Sankranti,Bengali,Middle,254.31
